Id,SalePrice
1461,128908.32
1462,148858.06
1463,189043.6
1464,193176.94
1465,187803.61
1466,168217.8
1467,167559.31
1468,171564.34
1469,191485.6
1470,114663.84
1471,216320.97
1472,95445.58
1473,93025.53
1474,147122.64
1475,131426.14
1476,343920.5
1477,251428.64
1478,305183.03
1479,242621.33
1480,513396.84
1481,286532.7
1482,208394.88
1483,165386.95
1484,161181.69
1485,156739.11
1486,195612.55
1487,319781.8
1488,197500.64
1489,210652.9
1490,214974.81
1491,185727.06
1492,82525.63
1493,186430.03
1494,252897.0
1495,253554.62
1496,237731.62
1497,182120.12
1498,165202.88
1499,159018.11
1500,151940.45
1501,174308.53
1502,170710.16
1503,324768.75
1504,222383.16
1505,234440.33
1506,190249.53
1507,244281.14
1508,211033.81
1509,159445.69
1510,146749.55
1511,146747.81
1512,168709.14
1513,173883.12
1514,174353.53
1515,205287.23
1516,166400.36
1517,157527.08
1518,123524.33
1519,228919.77
1520,132366.22
1521,137954.06
1522,165096.5
1523,104977.91
1524,123266.43
1525,122707.56
1526,131627.05
1527,105500.055
1528,132620.44
1529,144824.73
1530,171701.27
1531,105261.695
1532,106718.43
1533,128057.38
1534,119947.27
1535,150894.53
1536,103235.37
1537,70730.52
1538,176676.77
1539,208789.58
1540,106463.59
1541,152218.2
1542,143046.97
1543,188712.48
1544,82959.62
1545,98029.53
1546,123450.51
1547,133000.77
1548,135852.66
1549,108445.95
1550,145881.64
1551,125313.61
1552,136499.2
1553,145436.92
1554,119136.016
1555,191042.89
1556,85549.42
1557,131612.62
1558,93085.71
1559,84815.24
1560,141800.16
1561,134865.08
1562,135935.03
1563,117387.46
1564,164932.92
1565,142765.06
1566,220088.88
1567,83142.68
1568,236275.48
1569,141281.55
1570,143355.31
1571,148510.86
1572,140221.8
1573,240679.03
1574,86460.99
1575,220896.95
1576,214449.8
1577,185783.78
1578,160050.48
1579,137512.75
1580,186870.62
1581,154962.16
1582,133465.45
1583,352492.8
1584,221127.11
1585,143083.77
1586,78832.29
1587,111199.13
1588,165670.22
1589,96520.44
1590,130959.05
1591,100735.61
1592,126956.82
1593,124525.23
1594,139685.45
1595,104330.97
1596,234263.48
1597,169429.12
1598,188239.89
1599,188279.98
1600,174986.9
1601,59879.184
1602,121198.39
1603,96354.7
1604,279528.84
1605,233233.94
1606,174842.92
1607,148503.88
1608,196807.39
1609,174878.78
1610,163430.72
1611,151333.4
1612,178792.8
1613,171003.77
1614,120370.98
1615,88236.836
1616,75984.87
1617,88931.836
1618,131474.08
1619,130155.62
1620,145847.22
1621,130244.49
1622,131999.77
1623,299409.84
1624,223835.69
1625,118158.234
1626,161727.89
1627,194144.89
1628,296440.94
1629,178484.83
1630,433126.28
1631,243524.62
1632,254358.14
1633,162180.52
1634,184885.5
1635,174945.58
1636,154486.11
1637,181521.31
1638,207347.53
1639,173927.27
1640,268709.2
1641,162808.55
1642,248943.78
1643,210588.14
1644,233189.98
1645,189485.31
1646,157958.38
1647,165740.73
1648,138398.22
1649,142910.4
1650,112488.76
1651,130734.67
1652,94265.32
1653,98498.57
1654,151853.77
1655,151387.72
1656,150966.3
1657,149828.78
1658,148714.1
1659,141539.78
1660,152151.56
1661,435854.38
1662,444912.1
1663,366028.34
1664,502555.22
1665,303487.94
1666,353858.0
1667,355887.78
1668,303255.9
1669,305669.75
1670,303691.38
1671,265520.0
1672,517321.7
1673,294651.62
1674,245065.89
1675,191436.27
1676,195742.84
1677,214057.75
1678,479195.22
1679,417989.7
1680,312703.56
1681,265955.0
1682,307038.47
1683,173554.6
1684,165310.27
1685,179687.58
1686,166305.78
1687,156303.27
1688,189510.84
1689,188438.5
1690,182645.67
1691,177063.05
1692,270793.12
1693,166038.25
1694,181870.4
1695,170708.86
1696,269336.75
1697,171042.11
1698,383443.7
1699,296619.5
1700,249308.84
1701,259871.64
1702,265471.3
1703,249755.53
1704,305181.3
1705,245404.98
1706,494099.66
1707,229433.69
1708,214323.34
1709,281923.16
1710,211338.5
1711,242508.33
1712,253754.12
1713,267962.88
1714,237926.3
1715,219122.0
1716,179127.34
1717,164248.98
1718,127041.97
1719,192281.17
1720,244845.45
1721,158918.69
1722,126282.64
1723,156388.42
1724,206950.31
1725,234070.16
1726,193028.44
1727,164546.58
1728,183423.39
1729,161102.66
1730,163938.66
1731,125018.516
1732,135534.19
1733,119728.0
1734,125936.8
1735,129089.21
1736,113076.48
1737,314968.06
1738,211661.33
1739,313969.22
1740,227836.39
1741,188013.94
1742,176416.73
1743,179555.27
1744,296189.88
1745,238736.02
1746,261901.17
1747,224979.58
1748,234495.52
1749,160066.72
1750,121379.8
1751,246011.77
1752,119492.73
1753,147637.98
1754,197619.28
1755,165195.16
1756,129513.92
1757,126297.16
1758,143361.17
1759,179639.42
1760,167598.4
1761,143335.88
1762,148463.25
1763,181633.22
1764,108837.38
1765,165472.94
1766,164688.47
1767,222446.16
1768,139575.27
1769,171769.9
1770,146723.86
1771,140503.73
1772,139454.86
1773,150698.1
1774,130596.15
1775,146473.48
1776,110409.734
1777,120297.41
1778,146498.27
1779,107602.05
1780,174804.27
1781,135891.14
1782,83700.89
1783,139222.69
1784,110708.75
1785,132696.78
1786,124168.06
1787,176531.98
1788,52921.2
1789,89765.23
1790,80448.18
1791,163974.92
1792,157797.55
1793,125788.625
1794,146949.98
1795,138717.86
1796,120919.16
1797,116138.22
1798,129367.836
1799,123342.56
1800,139559.67
1801,141048.47
1802,145563.66
1803,156700.14
1804,139327.66
1805,144521.31
1806,117410.31
1807,126908.7
1808,113357.13
1809,123069.3
1810,154082.67
1811,121289.63
1812,109932.13
1813,131124.0
1814,91066.35
1815,62555.285
1816,97515.41
1817,128635.65
1818,158861.95
1819,124751.69
1820,50989.95
1821,112821.055
1822,166304.62
1823,33728.723
1824,131607.14
1825,133382.66
1826,87261.64
1827,108533.65
1828,140217.95
1829,104792.75
1830,145139.64
1831,183617.16
1832,104740.32
1833,134063.61
1834,115369.45
1835,111228.66
1836,127069.36
1837,98784.64
1838,132019.19
1839,88047.41
1840,173621.55
1841,146020.25
1842,74854.96
1843,139191.64
1844,146016.22
1845,135534.75
1846,151027.33
1847,147274.0
1848,51994.55
1849,140615.95
1850,121049.16
1851,158135.84
1852,143367.38
1853,125629.99
1854,171692.66
1855,141098.42
1856,233870.39
1857,170661.45
1858,133247.3
1859,118084.3
1860,152295.08
1861,117219.664
1862,231951.16
1863,234192.06
1864,234192.06
1865,342777.44
1866,329715.2
1867,249979.55
1868,295295.4
1869,222110.25
1870,242732.23
1871,275944.72
1872,176734.4
1873,243955.6
1874,143149.86
1875,205115.03
1876,201451.84
1877,215163.52
1878,212925.7
1879,140560.94
1880,130439.7
1881,228389.48
1882,260628.52
1883,196623.23
1884,214314.44
1885,259829.17
1886,320673.25
1887,207722.84
1888,282655.22
1889,156434.34
1890,143353.62
1891,151923.38
1892,104031.984
1893,131623.4
1894,125591.54
1895,152793.28
1896,129187.28
1897,112980.29
1898,106153.586
1899,146513.39
1900,140131.73
1901,196343.83
1902,134081.53
1903,244233.12
1904,151097.56
1905,187607.12
1906,191548.72
1907,186074.22
1908,126274.305
1909,120547.89
1910,125931.27
1911,227052.56
1912,222918.55
1913,172668.36
1914,66482.04
1915,286799.66
1916,78022.49
1917,252786.28
1918,139453.02
1919,167928.03
1920,142561.55
1921,429047.0
1922,315563.22
1923,227085.02
1924,215423.48
1925,192534.98
1926,386936.66
1927,142829.8
1928,157486.33
1929,127177.74
1930,131287.38
1931,135467.92
1932,130492.8
1933,173692.14
1934,182307.77
1935,175392.45
1936,196195.75
1937,182726.47
1938,172691.17
1939,233080.03
1940,180820.27
1941,175828.31
1942,188016.75
1943,192697.06
1944,325558.7
1945,388665.9
1946,168716.33
1947,325001.84
1948,180737.36
1949,227145.34
1950,181388.81
1951,250879.61
1952,241754.34
1953,156741.56
1954,191124.11
1955,134731.8
1956,294266.1
1957,162362.89
1958,308727.06
1959,139184.62
1960,120197.87
1961,120406.32
1962,97805.03
1963,99953.88
1964,109526.12
1965,145337.27
1966,148349.88
1967,266066.22
1968,463250.47
1969,425224.53
1970,475550.16
1971,483752.0
1972,397326.8
1973,269504.84
1974,305653.66
1975,511863.06
1976,261274.34
1977,339997.3
1978,406816.78
1979,307414.34
1980,190518.72
1981,283402.2
1982,238104.61
1983,210293.95
1984,160907.38
1985,221896.61
1986,181233.28
1987,186445.4
1988,169254.1
1989,186153.44
1990,211073.83
1991,242747.88
1992,219466.61
1993,170867.73
1994,262382.9
1995,164603.31
1996,233780.16
1997,269820.5
1998,368234.75
1999,261352.67
2000,292109.6
2001,259798.48
2002,240517.84
2003,228799.27
2004,253027.77
2005,242823.77
2006,210316.84
2007,258029.67
2008,217340.92
2009,194212.52
2010,182975.75
2011,147731.28
2012,174755.88
2013,190054.4
2014,192051.83
2015,201454.38
2016,203497.69
2017,201316.98
2018,129817.43
2019,136407.86
2020,111914.586
2021,121065.875
2022,164215.11
2023,149847.19
2024,213558.22
2025,412145.56
2026,176269.5
2027,150862.6
2028,148127.05
2029,190893.16
2030,292200.7
2031,262806.8
2032,291914.3
2033,290432.72
2034,158528.23
2035,205225.02
2036,177222.12
2037,182642.44
2038,321695.38
2039,211269.64
2040,341356.0
2041,247290.34
2042,185790.12
2043,160500.11
2044,181644.22
2045,215993.81
2046,132690.47
2047,145235.36
2048,137749.9
2049,134080.98
2050,180878.55
2051,102218.16
2052,134326.48
2053,145387.05
2054,69683.016
2055,169150.52
2056,134355.47
2057,122593.12
2058,220610.55
2059,123881.81
2060,152582.78
2061,175121.36
2062,133571.75
2063,111321.67
2064,136637.86
2065,135531.14
2066,172303.23
2067,103328.33
2068,133460.56
2069,93774.27
2070,110767.195
2071,85986.57
2072,145377.3
2073,130193.445
2074,190885.47
2075,137053.64
2076,113831.445
2077,145052.89
2078,130665.48
2079,144358.56
2080,119155.35
2081,126715.35
2082,141352.69
2083,155167.95
2084,108230.43
2085,126667.586
2086,108493.06
2087,126945.13
2088,98464.75
2089,75403.61
2090,131420.4
2091,125069.516
2092,134895.03
2093,157125.7
2094,122481.91
2095,140606.45
2096,81952.695
2097,96853.55
2098,163775.97
2099,54234.445
2100,87278.164
2101,113286.54
2102,129953.484
2103,102492.59
2104,131445.73
2105,119492.805
2106,50554.004
2107,254234.25
2108,119407.91
2109,120091.91
2110,113132.58
2111,134686.78
2112,143404.17
2113,125620.67
2114,95924.445
2115,145432.45
2116,110668.016
2117,150278.97
2118,127569.21
2119,95466.69
2120,108723.586
2121,83472.15
2122,101522.35
2123,85553.61
2124,156283.88
2125,125668.96
2126,175115.48
2127,182321.89
2128,142058.4
2129,109368.63
2130,147922.1
2131,168702.36
2132,106264.17
2133,112435.03
2134,122517.484
2135,94032.445
2136,73752.875
2137,130109.96
2138,133373.16
2139,150628.2
2140,148819.5
2141,141795.2
2142,133727.84
2143,138120.58
2144,120599.98
2145,142041.11
2146,165633.58
2147,144767.19
2148,127288.72
2149,141617.94
2150,222959.58
2151,125073.76
2152,165884.6
2153,172907.98
2154,113575.74
2155,144770.31
2156,243731.95
2157,209371.5
2158,245762.9
2159,209386.08
2160,153973.92
2161,260237.94
2162,423959.75
2163,338119.0
2164,255324.89
2165,197804.61
2166,159705.86
2167,219498.64
2168,204628.42
2169,191143.31
2170,227847.12
2171,146826.12
2172,125561.77
2173,154143.48
2174,224154.62
2175,301431.53
2176,360591.12
2177,251438.17
2178,212400.0
2179,141234.7
2180,175804.27
2181,190743.95
2182,230628.08
2183,197292.83
2184,128547.195
2185,118973.766
2186,145674.58
2187,158914.05
2188,152588.52
2189,228675.88
2190,81004.58
2191,84528.61
2192,102327.51
2193,112246.28
2194,98519.68
2195,107026.414
2196,133900.92
2197,113441.35
2198,152815.14
2199,167796.58
2200,152223.78
2201,159667.64
2202,230235.98
2203,172282.97
2204,198566.12
2205,134320.53
2206,158666.8
2207,189000.19
2208,223623.72
2209,201669.2
2210,129832.625
2211,121565.78
2212,123193.055
2213,101398.04
2214,131898.55
2215,105144.03
2216,134363.73
2217,69166.37
2218,46986.207
2219,47787.29
2220,48921.586
2221,318076.66
2222,248442.08
2223,252809.45
2224,210623.8
2225,132191.05
2226,179471.25
2227,207468.39
2228,284288.94
2229,257284.73
2230,167731.11
2231,200378.58
2232,177008.08
2233,165580.84
2234,252193.78
2235,223721.47
2236,304180.34
2237,372184.53
2238,206427.16
2239,100061.62
2240,161739.36
2241,141983.05
2242,130592.08
2243,125631.195
2244,105537.92
2245,90801.02
2246,144419.78
2247,99910.586
2248,123090.21
2249,131766.02
2250,141426.77
2251,89580.34
2252,165917.36
2253,165707.97
2254,180464.23
2255,207921.86
2256,179172.98
2257,194217.11
2258,166629.66
2259,179215.86
2260,160551.25
2261,193210.19
2262,214440.44
2263,322732.28
2264,444308.0
2265,172917.14
2266,322036.4
2267,439710.22
2268,371514.75
2269,159422.33
2270,171690.12
2271,230843.73
2272,196771.34
2273,163567.28
2274,171631.97
2275,166418.75
2276,192281.5
2277,186005.33
2278,153052.89
2279,133094.56
2280,117022.54
2281,171545.39
2282,188925.77
2283,92571.21
2284,107295.26
2285,151586.34
2286,127343.42
2287,357260.16
2288,286255.06
2289,393963.06
2290,483233.53
2291,290831.3
2292,387583.12
2293,477476.03
2294,464981.72
2295,448291.75
2296,278487.53
2297,328399.25
2298,314321.22
2299,392552.66
2300,344129.25
2301,282326.84
2302,225766.34
2303,244702.61
2304,220996.69
2305,194774.02
2306,202781.23
2307,200972.56
2308,209714.8
2309,276551.56
2310,209722.81
2311,182526.98
2312,180233.16
2313,182487.55
2314,152624.47
2315,172967.31
2316,191902.7
2317,186888.11
2318,171622.66
2319,172539.69
2320,188581.05
2321,244431.67
2322,165160.39
2323,178637.3
2324,157194.0
2325,218712.33
2326,156835.9
2327,211489.61
2328,232711.31
2329,182872.5
2330,176042.78
2331,331369.62
2332,439056.1
2333,327194.25
2334,274046.0
2335,256309.05
2336,330526.22
2337,238956.05
2338,291204.34
2339,240767.42
2340,406148.2
2341,235127.02
2342,228635.58
2343,230757.7
2344,238773.4
2345,225284.38
2346,213826.38
2347,224132.86
2348,228929.44
2349,175370.47
2350,283235.28
2351,284408.9
2352,229253.81
2353,245717.4
2354,128977.45
2355,137443.17
2356,159575.7
2357,202542.44
2358,201105.19
2359,123591.516
2360,126392.25
2361,134866.14
2362,244028.22
2363,148615.86
2364,155386.6
2365,229382.38
2366,178548.22
2367,215418.48
2368,211316.22
2369,206226.12
2370,181138.31
2371,177999.45
2372,196383.08
2373,282167.44
2374,319343.72
2375,245285.33
2376,295196.97
2377,366225.4
2378,134713.23
2379,183720.44
2380,131266.12
2381,166118.12
2382,180820.25
2383,206902.45
2384,236013.44
2385,156866.53
2386,139818.5
2387,136537.72
2388,85957.14
2389,128174.94
2390,145309.42
2391,133510.69
2392,121303.25
2393,170682.02
2394,147249.64
2395,185819.75
2396,149949.3
2397,214846.95
2398,121281.58
2399,48662.293
2400,46537.926
2401,122176.5
2402,130386.96
2403,127482.23
2404,146140.61
2405,152926.86
2406,144509.05
2407,136270.9
2408,138191.33
2409,132648.84
2410,187669.83
2411,120490.125
2412,153234.11
2413,134590.17
2414,152796.97
2415,128870.75
2416,139748.38
2417,130508.67
2418,135839.62
2419,134408.14
2420,124071.164
2421,147690.55
2422,125839.36
2423,116160.2
2424,149862.92
2425,220119.81
2426,115646.31
2427,141528.42
2428,156504.89
2429,128779.1
2430,137678.67
2431,104344.01
2432,146775.33
2433,148818.83
2434,140958.58
2435,148554.16
2436,107555.4
2437,114862.79
2438,118713.81
2439,103340.234
2440,131306.39
2441,98533.58
2442,97863.96
2443,105202.75
2444,131204.52
2445,69370.96
2446,149603.1
2447,181584.62
2448,139495.58
2449,108856.195
2450,163155.69
2451,131896.47
2452,200483.08
2453,94995.3
2454,120318.32
2455,100564.85
2456,127241.695
2457,128477.52
2458,105256.89
2459,109869.73
2460,142838.27
2461,121856.2
2462,119734.39
2463,119246.8
2464,179453.94
2465,135597.31
2466,97120.89
2467,151922.77
2468,72624.66
2469,68593.63
2470,176247.72
2471,186212.02
2472,176274.23
2473,120799.83
2474,96858.445
2475,173099.31
2476,111632.77
2477,129897.26
2478,153806.89
2479,99311.91
2480,149674.52
2481,109550.58
2482,138656.11
2483,118048.97
2484,119309.77
2485,116816.02
2486,160756.66
2487,167916.66
2488,161209.3
2489,131766.56
2490,161789.58
2491,87051.34
2492,181068.89
2493,150423.3
2494,177068.8
2495,97901.86
2496,240873.47
2497,154709.02
2498,116412.14
2499,94989.41
2500,129334.07
2501,144617.84
2502,144625.39
2503,99778.82
2504,202289.89
2505,210481.88
2506,245506.31
2507,314761.1
2508,255373.64
2509,214728.19
2510,243932.0
2511,171127.73
2512,207495.97
2513,224238.77
2514,232164.94
2515,158157.55
2516,161165.23
2517,147389.31
2518,145738.48
2519,255577.95
2520,216682.66
2521,190135.84
2522,233430.52
2523,131830.44
2524,142523.2
2525,145697.94
2526,151277.17
2527,122035.03
2528,127814.67
2529,135120.19
2530,119997.555
2531,245371.62
2532,228881.77
2533,195071.28
2534,225756.66
2535,315608.5
2536,219448.28
2537,224453.64
2538,177977.78
2539,186284.89
2540,170160.19
2541,177283.78
2542,168659.08
2543,132494.81
2544,135066.86
2545,126212.21
2546,148231.73
2547,140380.03
2548,141567.92
2549,162180.12
2550,192689.83
2551,147090.06
2552,124835.57
2553,85789.96
2554,137057.45
2555,131153.94
2556,105742.49
2557,110944.414
2558,186259.23
2559,145982.17
2560,153679.6
2561,132987.7
2562,139562.61
2563,153113.66
2564,191625.95
2565,124878.18
2566,201326.27
2567,122988.71
2568,194035.92
2569,196694.9
2570,125898.83
2571,182258.14
2572,168217.38
2573,227250.17
2574,229252.02
2575,147827.5
2576,137588.02
2577,160043.97
2578,88991.45
2579,68120.96
2580,128159.875
2581,135349.95
2582,121260.375
2583,260799.17
2584,153542.16
2585,167326.72
2586,206092.55
2587,188134.38
2588,160013.62
2589,140074.16
2590,217014.25
2591,226134.22
2592,209515.33
2593,251704.77
2594,180396.73
2595,206840.69
2596,347075.16
2597,187699.22
2598,284079.9
2599,303544.66
2600,153842.31
2601,158028.2
2602,83525.01
2603,87731.16
2604,82883.17
2605,89181.32
2606,140091.9
2607,174821.12
2608,192744.81
2609,146811.28
2610,122157.516
2611,143768.53
2612,142877.28
2613,135773.05
2614,133382.31
2615,145107.05
2616,136591.14
2617,182433.39
2618,239230.61
2619,201639.1
2620,185198.62
2621,173616.06
2622,181421.7
2623,267460.38
2624,308771.34
2625,309765.94
2626,181417.0
2627,179997.3
2628,453542.4
2629,551667.3
2630,366067.88
2631,475045.53
2632,447648.97
2633,331103.03
2634,392544.28
2635,159664.34
2636,186712.23
2637,173309.8
2638,265206.4
2639,187439.02
2640,150721.48
2641,112189.03
2642,192712.5
2643,112741.16
2644,127958.41
2645,100118.46
2646,96651.07
2647,92268.516
2648,132826.64
2649,153982.45
2650,149606.31
2651,152752.48
2652,428710.3
2653,211158.75
2654,279258.38
2655,383263.72
2656,283577.62
2657,325576.88
2658,296737.78
2659,325610.6
2660,324259.0
2661,379090.4
2662,366504.38
2663,273939.88
2664,281331.1
2665,333572.5
2666,294125.66
2667,163506.42
2668,174589.19
2669,172629.6
2670,298005.28
2671,170154.94
2672,182409.83
2673,201421.44
2674,172088.03
2675,174129.62
2676,194781.31
2677,188599.2
2678,245987.98
2679,289896.94
2680,266773.75
2681,444977.25
2682,364247.5
2683,532381.5
2684,312691.0
2685,378765.75
2686,268705.47
2687,361365.4
2688,223002.69
2689,207863.55
2690,529040.6
2691,202191.67
2692,129731.516
2693,188208.3
2694,127870.805
2695,182435.22
2696,178162.39
2697,183021.52
2698,199896.16
2699,172685.73
2700,159037.3
2701,154073.75
2702,106422.73
2703,119880.43
2704,143914.38
2705,129725.3
2706,125594.27
2707,127457.21
2708,146323.77
2709,107869.67
2710,119344.945
2711,249728.53
2712,411767.06
2713,174929.17
2714,148176.3
2715,177695.92
2716,162696.39
2717,193837.19
2718,209397.69
2719,163950.39
2720,177451.56
2721,141829.5
2722,160207.28
2723,143046.53
2724,133307.0
2725,126817.86
